================================================================================
Cleanup-Log
================================================================================
Skript                    : cleanup.ps1
Autor                     : Stefan Homberg
Startzeit                 : 2026-06-14 08:32:15
Benutzer                  : ZEROBIT-BLADE\zerob
Computer                  : ZEROBIT-BLADE
PowerShell-Version        : 5.1.26100.8655
PowerShell-Edition        : Desktop
Interaktiver Lauf         : Ja
Automatisierung           : Nicht vorgesehen / wird bewusst blockiert
DryRun                    : True
WhatIfPreference          : False
MinimumAgeInYears         : 5
FileCutoffDate Eingabe    : 2025081512:35
Datei-Schwellen-Datum     : 08/15/2025 12:35:00
Datei-Schwellen-Quelle    : Benutzereingabe: 2025081512:35
Leere Verzeichnisse       : Unabhaengig vom Alter
LogPath                   : C:\Users\zerob\Documents\ibb\powershell\cleanup\20260614\to_delete_20260614_083144.log
Kandidatendatei-Ordner    : C:\Users\zerob\Documents\ibb\powershell\cleanup\20260614
ACHTUNG                   : Bei echtem Lauf werden protokollierte Eintraege endgueltig geloescht.
================================================================================

[2026-06-14 08:32:15.211] INFO	Aufgeloeste Eingabepfade:
[2026-06-14 08:32:15.211] INFO	PATH	C:\Users\zerob\Documents
[2026-06-14 08:32:15.218] MODE	DryRun aktiv. Keine Loeschungen.
[2026-06-14 08:32:15.219] INFO	Kandidatendatei erstellt	Typ=file	Pfad=C:\Users\zerob\Documents\ibb\powershell\cleanup\20260614\cleanup_candidates_file_e91839dade09483ca68ab07fbcc5fed7.jsonl
[2026-06-14 08:32:15.222] FIND_FILE_START	Pfad=C:\Users\zerob\Documents
[2026-06-14 08:32:15.225] FOUND_FILE	Pfad=C:\Users\zerob\Documents\20240708_hsv_4_swenne.pdf	LastWriteTime=2024-08-07 09:24:50
[2026-06-14 08:32:15.226] FOUND_FILE	Pfad=C:\Users\zerob\Documents\Anzeige-@13.07.2024-11371406.PDF	LastWriteTime=2024-07-13 11:37:32
[2026-06-14 08:32:15.227] FOUND_FILE	Pfad=C:\Users\zerob\Documents\behindertenausweis.jpg	LastWriteTime=2024-09-04 15:20:59
[2026-06-14 08:32:15.228] FOUND_FILE	Pfad=C:\Users\zerob\Documents\bestellung_12352_zahlungsbeleg.pdf	LastWriteTime=2024-08-05 17:51:12
[2026-06-14 08:32:15.229] FOUND_FILE	Pfad=C:\Users\zerob\Documents\chapternext_certifikat.pdf	LastWriteTime=2025-03-17 08:54:15
[2026-06-14 08:32:15.230] SKIP	ReparsePoint/SymbolicLink-Verzeichnis nicht traversiert	Pfad=C:\Users\zerob\Documents\Eigene Bilder
[2026-06-14 08:32:15.230] SKIP	ReparsePoint/SymbolicLink-Verzeichnis nicht traversiert	Pfad=C:\Users\zerob\Documents\Eigene Musik
[2026-06-14 08:32:15.231] SKIP	ReparsePoint/SymbolicLink-Verzeichnis nicht traversiert	Pfad=C:\Users\zerob\Documents\Eigene Videos
[2026-06-14 08:32:15.232] FOUND_FILE	Pfad=C:\Users\zerob\Documents\homberg_elisabeth_unterschrift.png	LastWriteTime=2024-09-04 14:47:04
[2026-06-14 08:32:15.234] FOUND_FILE	Pfad=C:\Users\zerob\Documents\pentest_checklist.pdf	LastWriteTime=2025-01-20 15:42:07
[2026-06-14 08:32:15.235] FOUND_FILE	Pfad=C:\Users\zerob\Documents\Termin.ics	LastWriteTime=2025-04-24 12:28:32
[2026-06-14 08:32:15.236] FOUND_FILE	Pfad=C:\Users\zerob\Documents\ultimate_hacking_guide.pdf	LastWriteTime=2025-01-20 15:45:53
[2026-06-14 08:32:15.237] FOUND_FILE	Pfad=C:\Users\zerob\Documents\unterschrift_s_h.png	LastWriteTime=2024-09-04 14:50:45
[2026-06-14 08:32:15.238] FOUND_FILE	Pfad=C:\Users\zerob\Documents\[FTUApps.com] - Adobe Photoshop 2024 v25.4.0.319 (x64) Multilingual Portable\Adobe Photoshop 2024 v25.4.0.319 (x64) Multilingual Portable [FTUApps].rar	LastWriteTime=2024-02-18 14:28:05
[2026-06-14 08:32:15.239] FOUND_FILE	Pfad=C:\Users\zerob\Documents\[FTUApps.com] - Adobe Photoshop 2024 v25.4.0.319 (x64) Multilingual Portable\FTUApps.com Download Cracked Developers Applications For Free.url	LastWriteTime=2024-02-15 05:20:25
[2026-06-14 08:32:15.240] FOUND_FILE	Pfad=C:\Users\zerob\Documents\[FTUApps.com] - Adobe Photoshop 2024 v25.4.0.319 (x64) Multilingual Portable\Readme.txt	LastWriteTime=2024-02-15 05:20:25
[2026-06-14 08:32:15.241] FOUND_FILE	Pfad=C:\Users\zerob\Documents\[FTUApps.com] - Adobe Photoshop 2024 v25.4.0.319 (x64) Multilingual Portable\0. Websites you may like\1. OneHack.us Premium Cracked Accounts-Tutorials-Guides-Articles Community Based Forum.url	LastWriteTime=2024-02-14 12:05:16
[2026-06-14 08:32:15.242] FOUND_FILE	Pfad=C:\Users\zerob\Documents\[FTUApps.com] - Adobe Photoshop 2024 v25.4.0.319 (x64) Multilingual Portable\0. Websites you may like\2. FreeCoursesOnline.me Download Udacity, Masterclass, Lynda, PHLearn, etc Free.url	LastWriteTime=2024-02-14 12:05:16
[2026-06-14 08:32:15.243] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\20241230_homberg_kontoausszug_jobcenter_buergergeld.pdf	LastWriteTime=2025-03-13 11:21:12
[2026-06-14 08:32:15.243] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\20250111_homberg_jobcenter_bewilligungsbescheid.pdf	LastWriteTime=2025-03-12 15:05:51
[2026-06-14 08:32:15.244] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\20250131_homberg_kontoausszug_jobcenter_buergergeld.pdf	LastWriteTime=2025-03-13 11:22:25
[2026-06-14 08:32:15.245] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\20250228_homberg_kontoausszug_jobcenter_buergergeld.pdf	LastWriteTime=2025-03-13 10:08:15
[2026-06-14 08:32:15.246] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027978.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.247] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027979.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.248] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027980.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.249] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027981.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.249] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027982.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.250] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027983.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.251] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027984.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.252] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027985.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.252] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\1000027986.jpg	LastWriteTime=2025-03-13 10:29:04
[2026-06-14 08:32:15.253] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\wohnamt_photodatas.zip	LastWriteTime=2025-03-13 10:28:46
[2026-06-14 08:32:15.255] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\lageso\01_homberg_behindertenbescheid_lageso.xcf	LastWriteTime=2025-03-13 10:39:06
[2026-06-14 08:32:15.256] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\lageso\02_homberg_behindertenbescheid_lageso.xcf	LastWriteTime=2025-03-13 10:41:58
[2026-06-14 08:32:15.256] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\lageso\03_homberg_behindertenbescheid_lageso.xcf	LastWriteTime=2025-03-13 10:45:52
[2026-06-14 08:32:15.257] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\lageso\jpg\01_homberg_behindertenbescheid_lageso.jpg	LastWriteTime=2025-03-13 11:07:17
[2026-06-14 08:32:15.258] FOUND_FILE	Pfad=C:\Users\zerob\Documents\wohnberechtigunsschein\worx\lageso\jpg\02_homberg_behindertenbescheid_lageso.jpg	LastWriteTime=2025-03-13 11:07:03
